web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732755429-967,https://sn.coinafrique.com/categorie/terrains?page=108,Terrain  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2860410,150 m2,15 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2860410_uploaded_image2_1609346811.jpeg""); width: 434px;"
1732755434-968,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain - Lac Rose,https://sn.coinafrique.com/annonce/terrains/vente-terrain-lac-rose-2860779,150 m2,2 700 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2860779_uploaded_image1_1609364959.jpg""); width: 414px;"
1732755437-969,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain pieds dans l'eau 2472 m² - Guereo,https://sn.coinafrique.com/annonce/terrains/vente-terrain-pieds-dans-leau-2472-m-guereo-2860808,12472 m2,210 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2860808_uploaded_image1_1609368201.jpg""); width: 369px;"
1732755441-970,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrains 300m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mbour-2860971,300,Prix sur demande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2860971_uploaded_image1_1609377807.jpg""); width: 369px;"
1732755444-971,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrain  - Kounoune,https://sn.coinafrique.com/annonce/terrains/vente-terrain-kounoune-2861188,150 m2,Prix sur demande,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2861188_uploaded_image1_1609404671.jpg""); width: 671px;"
1732755450-972,https://sn.coinafrique.com/categorie/terrains?page=108,Terrains 150 m²  - Mbao,https://sn.coinafrique.com/annonce/terrains/terrains-150-m-mbao-2861246,150,8 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2861246_uploaded_image2_1609407790.jpeg""); width: 369px;"
1732755452-973,https://sn.coinafrique.com/categorie/terrains?page=108,Terrains 6848 m2 - Capa Yarakh,https://sn.coinafrique.com/annonce/terrains/terrains-6848-m2-capa-yarakh-2861643,6848,Prix sur demande,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2861643_uploaded_image1_1609425255.jpg""); width: 493px;"
1732755456-974,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrains 150 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-keur-massar-2861843,150,15 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2861843_uploaded_image1_1609440683.jpg""); width: 439px;"
1732755461-975,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrains 300 m² - Ndayane Popenguine,https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-ndayane-popenguine-2862264,300,9 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2862264_uploaded_image1_1609492726.jpg""); width: 544px;"
1732755465-976,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 404 m² - Plateau Rue Félix Faure,https://sn.coinafrique.com/annonce/terrains/vente-terrain-404-m-plateau-rue-felix-faure-2862279,404,800 000 000 CFA,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2862279_uploaded_image1_1609493725.jpg""); width: 544px;"
1732755471-977,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 550 m²,https://sn.coinafrique.com/annonce/terrains/vente-terrain-550-m-2862329,550 m2,120 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2862329_uploaded_image1_1609497374.jpg""); width: 419px;"
1732755476-978,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 300m²  - Saly,https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-saly-2862435,300,35 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2862435_uploaded_image1_1609502125.jpg""); width: 376px;"
1732755480-979,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain - Saly,https://sn.coinafrique.com/annonce/terrains/vente-terrain-saly-2862456,300,33 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2862456_uploaded_image1_1609503066.jpg""); width: 376px;"
1732755486-980,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrains 150m2 à Tivaoune peulh,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m2-a-tivaoune-peulh-2863072,150 m2,10 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2863072_uploaded_image1_1609534990.jpg""); width: 604px;"
1732755490-981,https://sn.coinafrique.com/categorie/terrains?page=108,Vente  terrains à Diass,https://sn.coinafrique.com/annonce/terrains/vente-terrains-a-diass-2863173,225 m2,3 000 000 CFA,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2863173_uploaded_image1_1609541089.jpg""); width: 434px;"
1732755494-982,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain - Diass,https://sn.coinafrique.com/annonce/terrains/vente-terrain-diass-2863174,300 m2,4 500 000 CFA,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2863174_uploaded_image1_1609541216.jpg""); width: 434px;"
1732755500-983,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrains  200 m² aux Almadies,https://sn.coinafrique.com/annonce/terrains/vente-terrains-200-m-aux-almadies-2863301,200 m2,75 000 000 CFA,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2863301_uploaded_image1_1609547910.jpg""); width: 387px;"
1732755505-984,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrains 600 m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrains-600-m-mbour-2863623,600,14 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2863623_uploaded_image1_1609579692.jpg""); width: 407px;"
1732755509-985,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 8000 m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-8000-m-mbour-2863895,8000 m2,38 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2863895_uploaded_image1_1609587347.jpg""); width: 488px;"
1732755513-986,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 150m²,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-2864117,150 m2,20 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2864117_uploaded_image1_1609592203.jpg""); width: 418px;"
1732755519-987,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 150m² - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-dakar-2864256,150,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2864256_uploaded_image1_1609596962.jpg""); width: 637px;"
1732755523-988,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrains 225 m² - Thies,https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-thies-2864355,225,350 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2864355_uploaded_image1_1609601081.jpg""); width: 451px;"
1732755528-989,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrains 150m2 - Niaga,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m2-niaga-2864390,150,3 000 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2864390_uploaded_image1_1609602583.jpg""); width: 459px;"
1732755534-990,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 150 m² - Niaga,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-niaga-2864399,150,4 000 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2864399_uploaded_image1_1609602888.jpg""); width: 459px;"
1732755537-991,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrains 300 m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-mbour-2864958,300,5 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2864958_uploaded_image1_1609623829.jpg""); width: 369px;"
1732755541-992,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 300m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-mbour-2865081,300,10 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2865081_uploaded_image1_1609631865.jpg""); width: 369px;"
1732755546-993,https://sn.coinafrique.com/categorie/terrains?page=108,Terrain 150 m² - Ngor,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ngor-2865174,150 m2,70 000 000 CFA,"Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2865174_uploaded_image1_1609644204.jpg""); width: 387px;"
1732755551-994,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 200m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-200m-mbour-2865176,200,5 500 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2865176_uploaded_image1_1609644363.jpg""); width: 447px;"
1732755554-995,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 150 m² - Mbao,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-mbao-2865645,150,22 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2865645_uploaded_image1_1609677698.jpg""); width: 411px;"
1732755558-996,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 16000 m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-16000-m-rufisque-2866230,16000,35 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2866230_uploaded_image1_1609699034.jpg""); width: 415px;"
1732755563-997,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain 150M²  - Ouest foire,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-ouest-foire-2866670,150,60 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2866670_uploaded_image1_1609717519.jpg""); width: 434px;"
1732755568-998,https://sn.coinafrique.com/categorie/terrains?page=108,Vente terrains 150 m² - Niaga,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-niaga-2866674,150,8 000 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2866674_uploaded_image1_1609717723.jpg""); width: 434px;"
1732755574-999,https://sn.coinafrique.com/categorie/terrains?page=108,Vente Terrain - Niakhirate,https://sn.coinafrique.com/annonce/terrains/vente-terrain-niakhirate-2866749,150 m2,7 000 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2866749_uploaded_image1_1609722916.jpg""); width: 553px;"
web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732755597-1,https://sn.coinafrique.com/categorie/terrains?pages=50,13 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-thies-5046342,AccueilImmobilierTerrainsTerrain - Thiès,13 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5046342_uploaded_image1_1731708336.jpg""); width: 562px;"
1732755601-2,https://sn.coinafrique.com/categorie/terrains?pages=50,4 500 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-300m-angle-a-diass-5000221,AccueilImmobilierTerrainsTerrains 300m² angle à Diass,4 500 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/5000221_uploaded_image1_1729248081.jpg""); width: 515px;"
1732755606-3,https://sn.coinafrique.com/categorie/terrains?pages=50,18 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ndiakhirate-5000183,AccueilImmobilierTerrainsTerrain 150 m²  - Ndiakhirate,18 000 000 CFA,"Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5000183_uploaded_image1_1729246047.jpg""); width: 510px;"
1732755609-4,https://sn.coinafrique.com/categorie/terrains?pages=50,3 500 000CFA,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-lac-rose-5046967,AccueilImmobilierTerrainsvente terrains 150  - lac rose,3 500 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/5046967_uploaded_image1_1731762109.jpg""); width: 569px;"
1732755613-5,https://sn.coinafrique.com/categorie/terrains?pages=50,2 437 500 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-1625-m-almadies-5000613,AccueilImmobilierTerrainsTerrain 1625 m²  - Almadies,2 437 500 000 CFA,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5000613_uploaded_image1_1729263226.jpg""); width: 510px;"
1732755617-6,https://sn.coinafrique.com/categorie/terrains?pages=50,20 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-260-m-bambilor-5047668,AccueilImmobilierTerrainsTerrain 260 m² - Bambilor,20 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5047668_uploaded_image1_1731795170.jpg""); width: 503px;"
1732755623-7,https://sn.coinafrique.com/categorie/terrains?pages=50,6 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-180-m-keur-massar-5048583,AccueilImmobilierTerrainsTerrain 180 m² - Keur Massar,6 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/5048583_uploaded_image1_1731868805.jpg""); width: 488px;"
1732755627-8,https://sn.coinafrique.com/categorie/terrains?pages=50,400 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-225-m-colobane-5009588,AccueilImmobilierTerrainsTerrain 225 m² - Colobane,400 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/5009588_uploaded_image1_1729784488.jpg""); width: 543px;"
1732755631-9,https://sn.coinafrique.com/categorie/terrains?pages=50,2 500 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-5009573,AccueilImmobilierTerrainsTerrain 150 m² - Keur Massar,2 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/5009573_uploaded_image1_1729783964.jpg""); width: 543px;"
1732755635-10,https://sn.coinafrique.com/categorie/terrains?pages=50,75 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mariste-5050041,AccueilImmobilierTerrainsTerrain 150 m² - Mariste,75 000 000 CFA,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5050041_uploaded_image1_1731946115.jpg""); width: 415px;"
1732755639-11,https://sn.coinafrique.com/categorie/terrains?pages=50,30 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-5050057,AccueilImmobilierTerrainsTerrain 150 m² - Keur Massar,30 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/5050057_uploaded_image1_1731946846.jpg""); width: 415px;"
1732755643-12,https://sn.coinafrique.com/categorie/terrains?pages=50,12 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-150m-dakar-5050723,AccueilImmobilierTerrainsTerrains 150m²  - Dakar,12 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5050723_uploaded_image1_1731984089.jpg""); width: 537px;"
1732755647-13,https://sn.coinafrique.com/categorie/terrains?pages=50,400 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-50000m-ngaparou-5051094,AccueilImmobilierTerrainsTerrains 50000m²  - Ngaparou,400 000 000 CFA,"Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/5051094_uploaded_image1_1732008708.jpg""); width: 544px;"
1732755652-14,https://sn.coinafrique.com/categorie/terrains?pages=50,4 500 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-180-thies-5051476,AccueilImmobilierTerrainsTerrains 180  - Thies,4 500 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/5051476_uploaded_image1_1732018659.jpg""); width: 371px;"
1732755656-15,https://sn.coinafrique.com/categorie/terrains?pages=50,18 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-5051538,AccueilImmobilierTerrainsTerrains 150m²  - lac rose,18 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/5051538_uploaded_image1_1732020517.jpg""); width: 605px;"
1732755660-16,https://sn.coinafrique.com/categorie/terrains?pages=50,35 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrain-1200-m-mbour-5052190,AccueilImmobilierTerrainsTerrain 1200 m² - Mbour,35 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/5052190_uploaded_image1_1732048221.jpg""); width: 488px;"
1732755665-17,https://sn.coinafrique.com/categorie/terrains?pages=50,2 900 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-150m-bambilor-5052603,AccueilImmobilierTerrainsTerrains 150m²  - Bambilor,2 900 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5052603_uploaded_image1_1732084062.jpg""); width: 551px;"
1732755669-18,https://sn.coinafrique.com/categorie/terrains?pages=50,38 000 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-150m-pikine-5052644,AccueilImmobilierTerrainsTerrains 150m²  - Pikine,38 000 000 CFA,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5052644_uploaded_image1_1732086755.jpg""); width: 371px;"
1732755674-19,https://sn.coinafrique.com/categorie/terrains?pages=50,4 500 000CFA,https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5053018,AccueilImmobilierTerrainsTerrains 150m²  - Rufisque,4 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5053018_uploaded_image1_1732103147.jpg""); width: 516px;"
